image_id,fold,image_path,mask_path,split
317,,fusai_train/train/unlabelled/image/train_ul_317.png,infers_fusai_pseudo/infers/train_ul_317.png,4.0
320,,fusai_train/train/unlabelled/image/train_ul_320.png,infers_fusai_pseudo/infers/train_ul_320.png,4.0
324,,fusai_train/train/unlabelled/image/train_ul_324.png,infers_fusai_pseudo/infers/train_ul_324.png,4.0
326,,fusai_train/train/unlabelled/image/train_ul_326.png,infers_fusai_pseudo/infers/train_ul_326.png,5.0
328,,fusai_train/train/unlabelled/image/train_ul_328.png,infers_fusai_pseudo/infers/train_ul_328.png,4.0
331,,fusai_train/train/unlabelled/image/train_ul_331.png,infers_fusai_pseudo/infers/train_ul_331.png,2.0
332,,fusai_train/train/unlabelled/image/train_ul_332.png,infers_fusai_pseudo/infers/train_ul_332.png,4.0
334,,fusai_train/train/unlabelled/image/train_ul_334.png,infers_fusai_pseudo/infers/train_ul_334.png,2.0
336,,fusai_train/train/unlabelled/image/train_ul_336.png,infers_fusai_pseudo/infers/train_ul_336.png,2.0
337,,fusai_train/train/unlabelled/image/train_ul_337.png,infers_fusai_pseudo/infers/train_ul_337.png,2.0
338,,fusai_train/train/unlabelled/image/train_ul_338.png,infers_fusai_pseudo/infers/train_ul_338.png,3.0
339,,fusai_train/train/unlabelled/image/train_ul_339.png,infers_fusai_pseudo/infers/train_ul_339.png,1.0
341,,fusai_train/train/unlabelled/image/train_ul_341.png,infers_fusai_pseudo/infers/train_ul_341.png,5.0
343,,fusai_train/train/unlabelled/image/train_ul_343.png,infers_fusai_pseudo/infers/train_ul_343.png,3.0
345,,fusai_train/train/unlabelled/image/train_ul_345.png,infers_fusai_pseudo/infers/train_ul_345.png,2.0
346,,fusai_train/train/unlabelled/image/train_ul_346.png,infers_fusai_pseudo/infers/train_ul_346.png,2.0
350,,fusai_train/train/unlabelled/image/train_ul_350.png,infers_fusai_pseudo/infers/train_ul_350.png,2.0
351,,fusai_train/train/unlabelled/image/train_ul_351.png,infers_fusai_pseudo/infers/train_ul_351.png,5.0
353,,fusai_train/train/unlabelled/image/train_ul_353.png,infers_fusai_pseudo/infers/train_ul_353.png,4.0
354,,fusai_train/train/unlabelled/image/train_ul_354.png,infers_fusai_pseudo/infers/train_ul_354.png,3.0
356,,fusai_train/train/unlabelled/image/train_ul_356.png,infers_fusai_pseudo/infers/train_ul_356.png,4.0
358,,fusai_train/train/unlabelled/image/train_ul_358.png,infers_fusai_pseudo/infers/train_ul_358.png,2.0
359,,fusai_train/train/unlabelled/image/train_ul_359.png,infers_fusai_pseudo/infers/train_ul_359.png,3.0
361,,fusai_train/train/unlabelled/image/train_ul_361.png,infers_fusai_pseudo/infers/train_ul_361.png,5.0
363,,fusai_train/train/unlabelled/image/train_ul_363.png,infers_fusai_pseudo/infers/train_ul_363.png,1.0
365,,fusai_train/train/unlabelled/image/train_ul_365.png,infers_fusai_pseudo/infers/train_ul_365.png,2.0
367,,fusai_train/train/unlabelled/image/train_ul_367.png,infers_fusai_pseudo/infers/train_ul_367.png,2.0
368,,fusai_train/train/unlabelled/image/train_ul_368.png,infers_fusai_pseudo/infers/train_ul_368.png,5.0
372,,fusai_train/train/unlabelled/image/train_ul_372.png,infers_fusai_pseudo/infers/train_ul_372.png,4.0
374,,fusai_train/train/unlabelled/image/train_ul_374.png,infers_fusai_pseudo/infers/train_ul_374.png,5.0
376,,fusai_train/train/unlabelled/image/train_ul_376.png,infers_fusai_pseudo/infers/train_ul_376.png,5.0
378,,fusai_train/train/unlabelled/image/train_ul_378.png,infers_fusai_pseudo/infers/train_ul_378.png,4.0
379,,fusai_train/train/unlabelled/image/train_ul_379.png,infers_fusai_pseudo/infers/train_ul_379.png,1.0
380,,fusai_train/train/unlabelled/image/train_ul_380.png,infers_fusai_pseudo/infers/train_ul_380.png,2.0
381,,fusai_train/train/unlabelled/image/train_ul_381.png,infers_fusai_pseudo/infers/train_ul_381.png,3.0
382,,fusai_train/train/unlabelled/image/train_ul_382.png,infers_fusai_pseudo/infers/train_ul_382.png,2.0
383,,fusai_train/train/unlabelled/image/train_ul_383.png,infers_fusai_pseudo/infers/train_ul_383.png,2.0
384,,fusai_train/train/unlabelled/image/train_ul_384.png,infers_fusai_pseudo/infers/train_ul_384.png,4.0
389,,fusai_train/train/unlabelled/image/train_ul_389.png,infers_fusai_pseudo/infers/train_ul_389.png,1.0
392,,fusai_train/train/unlabelled/image/train_ul_392.png,infers_fusai_pseudo/infers/train_ul_392.png,1.0
394,,fusai_train/train/unlabelled/image/train_ul_394.png,infers_fusai_pseudo/infers/train_ul_394.png,3.0
396,,fusai_train/train/unlabelled/image/train_ul_396.png,infers_fusai_pseudo/infers/train_ul_396.png,4.0
397,,fusai_train/train/unlabelled/image/train_ul_397.png,infers_fusai_pseudo/infers/train_ul_397.png,3.0
399,,fusai_train/train/unlabelled/image/train_ul_399.png,infers_fusai_pseudo/infers/train_ul_399.png,5.0
403,,fusai_train/train/unlabelled/image/train_ul_403.png,infers_fusai_pseudo/infers/train_ul_403.png,3.0
406,,fusai_train/train/unlabelled/image/train_ul_406.png,infers_fusai_pseudo/infers/train_ul_406.png,1.0
407,,fusai_train/train/unlabelled/image/train_ul_407.png,infers_fusai_pseudo/infers/train_ul_407.png,5.0
408,,fusai_train/train/unlabelled/image/train_ul_408.png,infers_fusai_pseudo/infers/train_ul_408.png,3.0
410,,fusai_train/train/unlabelled/image/train_ul_410.png,infers_fusai_pseudo/infers/train_ul_410.png,5.0
414,,fusai_train/train/unlabelled/image/train_ul_414.png,infers_fusai_pseudo/infers/train_ul_414.png,1.0
415,,fusai_train/train/unlabelled/image/train_ul_415.png,infers_fusai_pseudo/infers/train_ul_415.png,1.0
416,,fusai_train/train/unlabelled/image/train_ul_416.png,infers_fusai_pseudo/infers/train_ul_416.png,5.0
419,,fusai_train/train/unlabelled/image/train_ul_419.png,infers_fusai_pseudo/infers/train_ul_419.png,5.0
422,,fusai_train/train/unlabelled/image/train_ul_422.png,infers_fusai_pseudo/infers/train_ul_422.png,4.0
425,,fusai_train/train/unlabelled/image/train_ul_425.png,infers_fusai_pseudo/infers/train_ul_425.png,2.0
429,,fusai_train/train/unlabelled/image/train_ul_429.png,infers_fusai_pseudo/infers/train_ul_429.png,4.0
430,,fusai_train/train/unlabelled/image/train_ul_430.png,infers_fusai_pseudo/infers/train_ul_430.png,2.0
432,,fusai_train/train/unlabelled/image/train_ul_432.png,infers_fusai_pseudo/infers/train_ul_432.png,5.0
433,,fusai_train/train/unlabelled/image/train_ul_433.png,infers_fusai_pseudo/infers/train_ul_433.png,4.0
438,,fusai_train/train/unlabelled/image/train_ul_438.png,infers_fusai_pseudo/infers/train_ul_438.png,2.0
439,,fusai_train/train/unlabelled/image/train_ul_439.png,infers_fusai_pseudo/infers/train_ul_439.png,4.0
440,,fusai_train/train/unlabelled/image/train_ul_440.png,infers_fusai_pseudo/infers/train_ul_440.png,5.0
441,,fusai_train/train/unlabelled/image/train_ul_441.png,infers_fusai_pseudo/infers/train_ul_441.png,1.0
443,,fusai_train/train/unlabelled/image/train_ul_443.png,infers_fusai_pseudo/infers/train_ul_443.png,5.0
446,,fusai_train/train/unlabelled/image/train_ul_446.png,infers_fusai_pseudo/infers/train_ul_446.png,1.0
448,,fusai_train/train/unlabelled/image/train_ul_448.png,infers_fusai_pseudo/infers/train_ul_448.png,3.0
451,,fusai_train/train/unlabelled/image/train_ul_451.png,infers_fusai_pseudo/infers/train_ul_451.png,2.0
452,,fusai_train/train/unlabelled/image/train_ul_452.png,infers_fusai_pseudo/infers/train_ul_452.png,5.0
454,,fusai_train/train/unlabelled/image/train_ul_454.png,infers_fusai_pseudo/infers/train_ul_454.png,3.0
458,,fusai_train/train/unlabelled/image/train_ul_458.png,infers_fusai_pseudo/infers/train_ul_458.png,2.0
461,,fusai_train/train/unlabelled/image/train_ul_461.png,infers_fusai_pseudo/infers/train_ul_461.png,5.0
462,,fusai_train/train/unlabelled/image/train_ul_462.png,infers_fusai_pseudo/infers/train_ul_462.png,3.0
463,,fusai_train/train/unlabelled/image/train_ul_463.png,infers_fusai_pseudo/infers/train_ul_463.png,3.0
464,,fusai_train/train/unlabelled/image/train_ul_464.png,infers_fusai_pseudo/infers/train_ul_464.png,1.0
468,,fusai_train/train/unlabelled/image/train_ul_468.png,infers_fusai_pseudo/infers/train_ul_468.png,1.0
471,,fusai_train/train/unlabelled/image/train_ul_471.png,infers_fusai_pseudo/infers/train_ul_471.png,2.0
472,,fusai_train/train/unlabelled/image/train_ul_472.png,infers_fusai_pseudo/infers/train_ul_472.png,5.0
474,,fusai_train/train/unlabelled/image/train_ul_474.png,infers_fusai_pseudo/infers/train_ul_474.png,1.0
476,,fusai_train/train/unlabelled/image/train_ul_476.png,infers_fusai_pseudo/infers/train_ul_476.png,2.0
477,,fusai_train/train/unlabelled/image/train_ul_477.png,infers_fusai_pseudo/infers/train_ul_477.png,1.0
478,,fusai_train/train/unlabelled/image/train_ul_478.png,infers_fusai_pseudo/infers/train_ul_478.png,2.0
479,,fusai_train/train/unlabelled/image/train_ul_479.png,infers_fusai_pseudo/infers/train_ul_479.png,3.0
480,,fusai_train/train/unlabelled/image/train_ul_480.png,infers_fusai_pseudo/infers/train_ul_480.png,4.0
482,,fusai_train/train/unlabelled/image/train_ul_482.png,infers_fusai_pseudo/infers/train_ul_482.png,2.0
486,,fusai_train/train/unlabelled/image/train_ul_486.png,infers_fusai_pseudo/infers/train_ul_486.png,1.0
489,,fusai_train/train/unlabelled/image/train_ul_489.png,infers_fusai_pseudo/infers/train_ul_489.png,3.0
490,,fusai_train/train/unlabelled/image/train_ul_490.png,infers_fusai_pseudo/infers/train_ul_490.png,1.0
495,,fusai_train/train/unlabelled/image/train_ul_495.png,infers_fusai_pseudo/infers/train_ul_495.png,1.0
